nombre,direccion,telefono,web,email,rating,reviews,categoria,ciudad,google_place_id
"Restaurante Casa Roberto","C. Corredera, 21, 30800 Lorca, Murcia","+34 968 44 25 58","https://pulpi.eu/listing/casa-roberto/","","4.2","361","restaurantes","Lorca","ChIJt1tK4EvmZA0RSuxx5BLEMKQ"
"Mariscos a lo Bestia - Lorca | La Peña Restaurante","Carr de Águilas, 53, 30800 Lorca, Murcia","+34 608 88 06 82","https://linktr.ee/lapenarestaurante","","4.5","1839","restaurantes","Lorca","ChIJR2ls-MDZZA0Re6-zTZO-MuU"
"Restaurante Helios - Parador de Lorca","Castillo de Lorca, s/n, 30800 Lorca, Murcia","","","","4.5","39","restaurantes","Lorca","ChIJAWH16tXnZA0RDRix6RzSUz0"
"Restaurante La Patrona / Comida Casera","C. Padre Isidro Ruiz, 21, 30800 Lorca, Murcia","+34 968 46 89 62","https://restaurantelapatrona.es/","","4.3","418","restaurantes","Lorca","ChIJHRpXOnoTYw0RkbooCsorSfY"
"La Alameda","Alameda de la Constitución, 3, 30800 Lorca, Murcia","+34 868 17 37 51","","","4.2","81","restaurantes","Lorca","ChIJfZ5kgEHnZA0RTvZPDh48sRo"
"Restaurante La Perla de Lorca","Pl. de Colón, 6, 30800 Lorca, Murcia","+34 968 47 25 36","https://www.facebook.com/rest.perlapacifico","","3.9","394","restaurantes","Lorca","ChIJf3A3o0vmZA0RABYQoQiaDqo"
"Taberna la esquinica","C. Poeta Carlos Mellado, 30800 Lorca, Murcia","+34 692 80 43 30","","","4.3","293","restaurantes","Lorca","ChIJhwyWt0vmZA0RrQ9D1nWk5Z0"
"Mesón El Candil","Tr.ª Ramón y Cajal, 3, 30800 Lorca, Murcia","+34 968 46 36 29","","","4.3","272","restaurantes","Lorca","ChIJt2k2AzbmZA0R5ejHegTGPl8"
"Mesón La Pradera","Carretera Almenara, Km 62, 30813 Lorca, Murcia","+34 649 90 89 93","http://www.mesonlapradera.com/","","4.4","1184","restaurantes","Lorca","ChIJ7akVRRXdZA0RQwzr3SPUbfo"
"Kodai","C. Pío XII, 31, 30800 Lorca, Murcia","+34 661 98 47 38","","","4.8","107","restaurantes","Lorca","ChIJaallFyXnZA0Rf8YwB3FUkA4"
"Restaurante EL REENCUENTRO","C. Carmen Ayala Gabarrón, 17, 30800 Lorca, Murcia","+34 622 09 87 27","","","4","166","restaurantes","Lorca","ChIJlz18FEjmZA0RFOW5iMOczUU"
"Cañarejo (Gastrobar)","Cam. del Andaluz, 1, 30818 Lorca, Murcia","+34 678 95 27 70","","","4.6","1085","restaurantes","Lorca","ChIJhezHPwnoZA0ROQ2m-vStSuE"
"Restaurante Los Cazorlos","Carr de Águilas, km 2.50, 30813 Lorca, Murcia","+34 968 47 10 60","http://www.restauranteloscazorlos.com/","","4.4","803","restaurantes","Lorca","ChIJbwhkW6nCZA0RARFLp-AXylA"
"Albedrío","Pl. Calderón de la Barca, 2, 30800 Lorca, Murcia","+34 660 40 97 02","https://albedrio.es/","","4.4","1928","restaurantes","Lorca","ChIJD2DF0kvmZA0RdPRcE_1rA8E"
"Restaurante Peruano La Negrita","C. Placica Nueva, 18, 30800 Lorca, Murcia","+34 662 19 18 92","https://lanegritalorca.com/","","4.3","751","restaurantes","Lorca","ChIJk5fEBBbnZA0RZyo9ga6rc7s"
"Bodegón de las Escalericas","C. los Tintes, 1, 30800 Lorca, Murcia","+34 968 44 13 49","","","4","75","restaurantes","Lorca","ChIJf2UFcEjmZA0RLBSxO7UozYo"
"Taberna Mariana","C. José Mouliaá, 33, 30800 Lorca, Murcia","+34 685 77 26 29","https://www.facebook.com/taberna.mariana.1","","4.4","85","restaurantes","Lorca","ChIJA9GtsUzmZA0R1n04aCqmQTs"
"Comidas para llevar en Lorca - Rincón de los Valientes","Calle Rincón de los Valientes, 3, 30800 Lorca, Murcia","+34 968 44 12 63","https://m.facebook.com/pages/Rincon-De-Los-Valientes/148039022002121","","4.3","183","restaurantes","Lorca","ChIJg35qqk3mZA0RNK7RTzzX-vc"
"Restaurante Tienda Nueva","Dip.Torrecilla, 30817 Lorca, Murcia","+34 968 46 82 35","","","4.6","798","restaurantes","Lorca","ChIJbx8DLlnnZA0RxQYLDpH8xv0"
"Restaurante Gran Muralla","C. de Nogalte, 40, bajo, 30800 Lorca, Murcia","+34 868 92 92 99","https://instagram.com/granmurallalorca%3Figshid%3Dqy2k7s23hw2l","","4.5","343","restaurantes","Lorca","ChIJraqTiEzmZA0RKBU7xwZaCtc"
"Pizzeria D’Antojo","Cam. del Gato, S/N, 30800 Lorca, Murcia","+34 968 47 93 38","","","4.5","898","restaurantes","Lorca","ChIJqaoaB67nZA0RUULbcTVcEDk"
"Bar Restaurante Venta Murcia","Diseminado la Hoya, 195, 30816 Lorca, Murcia","+34 632 15 95 01","","","4.3","484","restaurantes","Lorca","ChIJI-5VeUjpZA0R9lV5xpcrCbQ"
"Asador K.F.M","Av. Portugal, 7, 30800 Lorca, Murcia","+34 604 16 16 54","","","4.2","60","restaurantes","Lorca","ChIJVUiTgEvmZA0RQeZr0pSnaFs"
"CasaDcarmen","Av. Juan Carlos I, 73, 30800 Lorca, Murcia","+34 722 52 39 86","","","4.6","30","restaurantes","Lorca","ChIJU_J_dhbnZA0RmdzRbyhezt0"
"China Town","C. Pje. del Convento, 2, 30800 Lorca, Murcia","+34 968 46 17 09","","","4.2","484","restaurantes","Lorca","ChIJvxM7lUnmZA0Rc7KYpurx0sg"
"Taberna de Matias","C. Benemérita, 18A, 30800 Lorca, Murcia","+34 626 48 46 83","","","4.6","157","restaurantes","Lorca","ChIJxWiLga3nZA0RmP5ACTgKnSY"
"Rohla","C/ Marquez de los Velez, Nº3 Residencial San Jose Bloque VI, Bajo, 30800 Lorca, Murcia","+34 968 79 95 10","http://www.rohla.es/","","4.6","616","restaurantes","Lorca","ChIJyeaiwrLnZA0RyvWsQG17t2k"
"Restaurante El Sitio","C. José Cremades, 70, 30500 Molina de Segura, Murcia","+34 687 30 41 45","https://restauranteelsitio.es/","","4.6","587","restaurantes","Molina de Segura","ChIJvb5d5Xd5ZA0RGt1canhF4NY"
"La Chimenea Restaurante","Plaza de la Cerámica, 2, 30500 Molina de Segura, Murcia","+34 968 93 92 72","https://www.lachimenearestaurante.com/","","4.4","1746","restaurantes","Molina de Segura","ChIJORgBnqt4ZA0RkTme5XUm-mk"
"Restaurante Arima","C. Guadalajara, 3, 30500 Molina de Segura, Murcia","+34 606 54 77 42","https://app.tableo.com/r/-WvJ7ic","","4.8","609","restaurantes","Molina de Segura","ChIJ_8QU2id_ZA0Rec-s8GujGyc"
"Restaurante La Maita","C. Castillo, 18, 30500 Molina de Segura, Murcia","+34 968 97 36 07","https://www.lamaita.com/","","4.6","1113","restaurantes","Molina de Segura","ChIJK6crFlZ_ZA0RYxA6Dx_CQ98"
"La Muralla Restaurante","C. del Pensionista, 35, 30500 Molina de Segura, Murcia","+34 675 88 18 62","https://www.facebook.com/restaurantebarlamuralla/","","4.5","772","restaurantes","Molina de Segura","ChIJh2ru31V_ZA0RaEVFpJewAto"
"Restaurante TR39","Paseo Oporto, 13, 30500 Molina de Segura, Murcia","+34 672 55 93 29","https://www.instagram.com/tr39restaurante/","","4.9","130","restaurantes","Molina de Segura","ChIJSXZFGQCBYw0R2DRDabxVMaY"
"Restaurante Casa Ansiles","Urbanización Casa Ros, C. Mercurio, s/n, 30500 Molina de Segura, Murcia","+34 691 28 66 84","http://www.restaurantecasaansiles.com/","","4.4","387","restaurantes","Molina de Segura","ChIJvbn4uLWAYw0RPd6p1-2tqYk"
"Sapidum","Pl. Cristo Rey, 30500 Molina de Segura, Murcia","+34 665 43 99 75","https://sapidumbar.com/","","4.7","504","restaurantes","Molina de Segura","ChIJ1w5SQiB_ZA0RDuInqvLJ3rU"
"Restaurante Bar Moderno","C. Juan de Austria, 30500 Molina de Segura, Murcia","+34 968 61 29 26","","","4.8","11","restaurantes","Molina de Segura","ChIJTdEdh6uAYw0R7bl93mvbx88"
"El Rincón de Pietro","C. Dos de Mayo, 1, 30500 Molina de Segura, Murcia","+34 601 67 59 15","https://www.instagram.com/elrincondepietro","","4.7","55","restaurantes","Molina de Segura","ChIJpbssQ-iHYw0R75m7B-CS484"
"Restaurante Casa Paco","C. García Lorca, 102, 30500 Molina de Segura, Murcia","+34 669 42 48 39","","","4.4","236","restaurantes","Molina de Segura","ChIJ78pBT1aHYw0RsMcmmVp9TUg"
"Alma y sabor restaurante","C. Asociación, 47, 30500 Molina de Segura, Murcia","+34 968 75 59 01","https://www.instagram.com/almaysaborrestaurante","","4.9","153","restaurantes","Molina de Segura","ChIJ576R1pl5ZA0RIuoDuy-lu-4"
"Restaurante Diego","Calle San José Obrero, 1, 30500 Molina de Segura, Murcia","+34 968 61 50 11","https://restaurantediego.net/","","4.2","1374","restaurantes","Molina de Segura","ChIJS8G64lCHYw0RDuelys5Xx98"
"Lamarimorena Restaurante","Av. del Chorrico, 110, BAJO, 30500 Molina de Segura, Murcia","+34 968 61 12 89","http://www.lamarimorenarestaurant.com/","","4.4","1016","restaurantes","Molina de Segura","ChIJyVu7cU2HYw0RGtMB5aw96n4"
"Restaurante Casa Herminio","Carretera de Molina a Fortuna, 30500 Molina de Segura, Murcia","+34 968 61 98 16","http://www.casaherminio.com/","","4.4","940","restaurantes","Molina de Segura","ChIJ9a4kQQCHYw0R60MXrxlcXH4"
"Restaurante La Terraza","7, Carr. de Molina a Fortuna, km, 30509 Molina de Segura, Murcia","+34 968 61 96 51","","","4.3","665","restaurantes","Molina de Segura","ChIJ9eLrQ1WGYw0R6QNlAqr67TY"
"Bar-Restaurante Casa Andrés","C. Sagrado Corazón, 37, 30500 Molina de Segura, Murcia","+34 868 91 33 35","","","4.5","355","restaurantes","Molina de Segura","ChIJY1jvyKuAYw0RtrJkfLXnPKs"
"Restaurante El Nuevo Centro","C. Infanta Elena, 2, 30500 Molina de Segura, Murcia","+34 968 93 53 37","","","4.1","545","restaurantes","Molina de Segura","ChIJ6T0lEFV_ZA0RCjct8RPM_98"
"Rockabilly gastrobar","P.º Rosales, 32, 30500 Molina de Segura, Murcia","+34 633 33 64 99","","","4.3","287","restaurantes","Molina de Segura","ChIJdQ7xxM9_ZA0Rz4rlQIly-mU"
"Restaurante Ambigú","Av. Ronda Este, 9, 30500 Molina de Segura, Murcia","+34 968 64 24 62","","","3.6","391","restaurantes","Molina de Segura","ChIJHbZGP82HYw0R6KLYURqpOjk"
"De Jesús","Pl. Teatro, 4, 30500 Molina de Segura, Murcia","+34 868 71 73 65","https://tu-bar.es/menu/De-Jesus%3Fo%3D76624%26m%3D76003","","4.4","376","restaurantes","Molina de Segura","ChIJ9wYM9VV_ZA0RjjYWO1N2D_o"
"Restaurante Los Ibericos","C. Porto Alegre, 1, 30500 Molina de Segura, Murcia","+34 680 66 26 93","http://www.losibericos.es/","","4.1","799","restaurantes","Molina de Segura","ChIJExNJPpZ4ZA0RbKgwSqk0BpI"
"Restaurante Pizzeria Mamma Stella","C. Francisco Martínez Bernal, 3, 30500 Molina de Segura, Murcia","+34 968 02 33 93","https://m.facebook.com/Restaurante-Pizzer%25C3%25ADa-Mamma-Stella-565650063808684/%3Ftsid%3D0.0038120476261953584%26source%3Dresult","","4.5","874","restaurantes","Molina de Segura","ChIJVf6KbFR_ZA0RH3vgGlm0KuA"
"El Rincón de mi Color","C. Esperanza, 27, 30500 Molina de Segura, Murcia","+34 648 91 60 16","","","4.1","99","restaurantes","Molina de Segura","ChIJGcL-5-WHYw0RVZCkNaw6m50"
"Mesón Asador Los Juncos","Parque de Ocio Los Juncos, Carr. del Chorrico, s/n, 30500 Molina de Segura, Murcia","+34 695 94 67 38","https://mesonasadorlosjuncos.com/","","3.9","393","restaurantes","Molina de Segura","ChIJnQqv00uHYw0RWqeOxnhkVlU"
"Ten Tapas","Plaza Pdte. Adolfo Suárez, 1, 30500 Molina de Segura, Murcia","+34 646 55 53 47","","","4.3","648","restaurantes","Molina de Segura","ChIJR_-k5FV_ZA0RXYnYYB42_Dg"
"Restaurante PepeLuis","C. Padre Martínez García, 55, 30500 Molina de Segura, Murcia","+34 968 61 35 54","http://www.restaurantepepeluis.com/","","4.3","594","restaurantes","Molina de Segura","ChIJXfpyequAYw0RJUPi9u09zCw"
"Signatura","C. José Cremades, 74, 30500 Molina de Segura, Murcia","+34 631 72 81 30","http://www.signaturarestaurante.com/","","4.4","1429","restaurantes","Molina de Segura","ChIJgQUqgqh4ZA0RZ2VY671wpK4"
"MAGMA RAMEN","Av. de Granada, 30500 Molina de Segura, Murcia","+34 968 92 37 56","","","4.8","33","restaurantes","Molina de Segura","ChIJKa1QQgB_ZA0R_IA7JEGV0i0"
"El Pollo A La Brasa Molina de Segura","C. San Juan, 26, 30500 Molina de Segura, Murcia","+34 624 44 12 09","","","4.6","281","restaurantes","Molina de Segura","ChIJR1OGZYOBYw0RWRtm_zh6KNY"
"Restaurante Pizzería Don Giovanni","C. San Pablo, 76, 30500 Molina de Segura, Murcia","+34 968 61 58 32","http://www.pizzeriadongiovanni.es/","","4.4","600","restaurantes","Molina de Segura","ChIJ02-rg1OHYw0RRaL7eUtGtQ4"
"Restaurante 5senti2","Paseo oporto, 30500 Molina de Segura, Murcia","+34 600 68 83 99","","","4.1","533","restaurantes","Molina de Segura","ChIJJ1UFjq-AYw0ReT6gSSRMqgs"
"Restaurante el roble","Calle Dr. Jesús Marín López, 18, 30500 Molina de Segura, Murcia","","","","3.3","173","restaurantes","Molina de Segura","ChIJbxP8uFaHYw0RVzTDV5VlgW8"
"Bar restaurante Santa Bárbara","Calle Violetas 4, Cl. Sta. Bárbara, 30500 Molina de Segura, Murcia","+34 968 61 65 22","","","3.9","685","restaurantes","Molina de Segura","ChIJJ1NdJ1V_ZA0RDVcjdGgK8D4"
"RockTaste","Av. de Madrid, 71, bajo 2, 30500 Molina de Segura, Murcia","+34 611 59 34 99","https://rocktaste.es/","","4.8","96","restaurantes","Molina de Segura","ChIJgfMXmvd5ZA0RXViKaSFD3TY"
"Munashi sushi","C. Jesuita José Hernández Pérez, 1, 30500 Molina de Segura, Murcia","+34 621 43 75 38","https://sushi-molina-molina-de-segura.makro.rest/%3Flang%3Des","","4.6","368","restaurantes","Molina de Segura","ChIJ-fIkYvN_ZA0RrnV16FeUSiM"
"Nelson - Restaurante Cafetería","P.º Rosales, 14, 30500 Molina de Segura, Murcia","+34 968 61 00 72","","","4.1","500","restaurantes","Molina de Segura","ChIJ7aoauVV_ZA0RTdekqp08iQk"
"Pico pico y arroz","Área de servicio La Cañada, Cam. del Panderón, s/n, 30500 Molina de Segura, Murcia","+34 868 78 53 92","","","4.4","126","restaurantes","Molina de Segura","ChIJIaa7fg95ZA0RnFpOIbyAGLg"
"GULA SUPREME Molina de Segura","Av. de Granada, 30500 Molina de Segura, Murcia","+34 613 12 62 84","https://www.gulasupreme.es/","","4.8","56","restaurantes","Molina de Segura","ChIJX2vSCtt_ZA0RRVL9pWhv2P8"
"Entre Oriente Y Occidente","C. Mayor, 1, 30500 Molina de Segura, Murcia","+34 868 63 04 03","https://takeaway.mycheftool.com/orienteyoccidente","","4.6","119","restaurantes","Molina de Segura","ChIJq9kQ-qmHYw0RenVi1a442Js"
"FoodBab Smash Burger","Av. Juan Pablo Ⅱ, 30500 Molina de Segura, Murcia","+34 649 69 31 14","https://pideme.net/restaurant-menu.php%3Ftoken%3Dfoodbab-smash-burger","","4.3","1359","restaurantes","Molina de Segura","ChIJV8cRSpOHYw0RNpfqZ-rVJ3g"
"Pizzeria Restaurante La Gratella","C. Molina de Aragón, 3, 30500 Molina de Segura, Murcia","+34 968 64 44 48","http://lagratella.restaurantesok.com/","","4.3","472","restaurantes","Molina de Segura","ChIJTVz1v6qAYw0R6BsaYfpuju8"
"Restaurante Danubio","C. Aldebarán, 48, 30509 Molina de Segura, Murcia","+34 699 74 79 62","","","4.4","333","restaurantes","Molina de Segura","ChIJaTp5EJt4ZA0RboKrabyEp-E"
"Los Pepes Giant Burger","Av. Gutiérrez Mellado, 202, 30500 Molina de Segura, Murcia","+34 695 72 67 00","https://www.lospepesburger.es/","","4.4","1278","restaurantes","Molina de Segura","ChIJpfuKGFGHYw0RCt8xTFgWrhM"
"La Parranda Molina","prolongación paseo rosales ( junto parque de la compañía ), 30500 Molina de Segura, Murcia","+34 621 43 58 06","https://tascalaparranda.webnode.es/","","4.2","603","restaurantes","Molina de Segura","ChIJYXiHs1V_ZA0RQgtmZTA3hRw"
"Pizzería Amalfi","C. Francisco Martínez Campillo, 3, 30500 Molina de Segura, Murcia","+34 968 93 93 93","https://www.facebook.com/amalfilabuonapizza","","4.7","418","restaurantes","Molina de Segura","ChIJWanqo7qAYw0RagYrNeKfPRo"
"Restaurante Bitácora","C. José Colucho Moñino, 19, 30500 Molina de Segura, Murcia","+34 968 64 05 90","https://es-es.facebook.com/pages/Restaurante-Bit%25C3%25A1cora/229271037125481","","4.2","579","restaurantes","Molina de Segura","ChIJsc8FBuiAYw0RnlXvYxrvFF4"
"Casa Genaro -La Tapia Bar","C. Cartagena, 24, 30500 Molina de Segura, Murcia","+34 678 89 25 76","","","4.4","51","restaurantes","Molina de Segura","ChIJs4iN8ayAYw0ReffbigYfIgc"
"La Boca Te Lía - Vega Plaza","Av. de Granada, s/n, 30500 Molina de Segura, Murcia","+34 968 20 92 92","https://labocatelia.es/","","4.4","1789","restaurantes","Molina de Segura","ChIJM1U6h_d_ZA0RzRqPXSjXkmk"
"Restaurante Empalme Archena S.L.","Calle Empalme de Archena S/N, 30500 Molina de Segura, Murcia","+34 968 67 05 03","https://restauranteempalmearchenasl.shop/","","3.7","2656","restaurantes","Molina de Segura","ChIJtWCz0iJ6ZA0RHOJMW0HBNXo"
"Alkimia New Tavern","C. Alcalde Rodrigo Manchón España, 4, bajo, 30820 Alcantarilla, Murcia","+34 623 28 86 81","","","4.7","804","restaurantes","Alcantarilla","ChIJu-OJ92KBZA0R4ipjMclgmNE"
"Tapas & Bokaos","C. Santo Ángel, 2, 30820 Alcantarilla, Murcia","+34 722 58 55 49","","","5","13","restaurantes","Alcantarilla","ChIJqUuZoad_ZA0REkct-Vrt1hA"
"La Cavalica","C. Estación de Lorca, 4, 30820 Alcantarilla, Murcia","+34 968 80 86 83","","","4.5","893","restaurantes","Alcantarilla","ChIJWWk10gOAZA0RysSyPfxvC2o"
"Restaurante Rincón de Lola","Pl. de las Cayitas, 5, 30820 Alcantarilla, Murcia","+34 699 51 94 11","","","4.2","286","restaurantes","Alcantarilla","ChIJ0yZAcit_Yw0RpRED323njR8"
"La Barra de Luz","Cl. Mayor, 56, 30820 Alcantarilla, Murcia","+34 633 49 12 13","http://labarradeluz.com/","","4.7","35","restaurantes","Alcantarilla","ChIJrZgQk_9_Yw0R9Q0LQNvPKJI"
"La trastienda de manolo","C. Eras, 8, 30820 Alcantarilla, Murcia","+34 645 47 62 29","","","4.6","195","restaurantes","Alcantarilla","ChIJ4zwYK_5_Yw0RjcDtqUk24y8"
"Meson La Rueda","Av. del Príncipe, 99, 30820 Alcantarilla, Murcia","+34 968 89 04 76","https://www.facebook.com/pages/Mes%25C3%25B3n-La-Rueda/309206835888703%3Fref%3Dts%26fref%3Dts","","4","1075","restaurantes","Alcantarilla","ChIJPbXaNAiAZA0RCVOjah8925M"
"Murcia en boca","Plaza Adolfo Suarez, 7, 30820 Alcantarilla, Murcia","+34 643 07 35 41","","","4.1","46","restaurantes","Alcantarilla","ChIJUwPvDQCBZA0RfuG7zKWdiLs"
"Zona Burguer","Pl. Pepe de la Pequeña, 3, 30820 Alcantarilla, Murcia","+34 623 12 57 70","https://www.instagram.com/zonaaburguer%3Figsh%3DMTl4eXBleW9rdG90bg%3D%3D","","4.9","143","restaurantes","Alcantarilla","ChIJLyzorZKBZA0RMujx9qu-KX4"
"TOMA NOTA PINSERIA","C. Médico José Capel, 5, 30820 Alcantarilla, Murcia","+34 685 79 88 76","https://m.facebook.com/tomanotaalcantarilla/","","4.6","94","restaurantes","Alcantarilla","ChIJNShXTDeBZA0RGlDoHFxjdm8"
"Cervecería Don Pepe","C. Paragüay, 30820 Alcantarilla, Murcia","+34 657 97 96 14","http://aguaspepefont.es/","","4.4","86","restaurantes","Alcantarilla","ChIJhzTOXJN_Yw0RDZv67xaRdQc"
"La Boca Te Lía - Alcantarilla","Plaza Constitución, 2, 30820 Alcantarilla, Murcia","+34 968 20 92 92","http://labocatelia.es/","","4.5","5476","restaurantes","Alcantarilla","ChIJsS3qrAGAZA0RpNXHPeOvyZw"
"Puggioni restaurante","C. Ángel Galindo, 39, 30820 Alcantarilla, Murcia","","","","5","1","restaurantes","Alcantarilla","ChIJMUcbG8WBZA0R1HqFmYQ2eR0"
"Bar-Restaurante Encuentro Latino","Av. Reyes Católicos, 30820 Alcantarilla, Murcia","+34 611 13 19 08","","","5","2","restaurantes","Alcantarilla","ChIJo7mAdcyBZA0R2uD6rHGyEP4"
"La Hora sabrosa de El Mariachi solitario","C. San Luis, 6, 30820 Alcantarilla, Murcia","+34 601 28 22 02","","","4.8","264","restaurantes","Alcantarilla","ChIJ9b4zSUt_ZA0R7_ThWbPwaKQ"
"A BOMBO Y PLATILLO. Restaurante en Alcantarilla - Murcia","Plaza Adolfo Suárez, 7, 30820, 30820 Alcantarilla, Murcia","+34 868 05 17 28","https://abomboyplatillo.com/","","4.4","397","restaurantes","Alcantarilla","ChIJx3e4cAGAZA0RQFWTqnm_ERc"
"Panamericano","C. Tío Viruta, 1, 30820 Alcantarilla, Murcia","+34 868 95 40 15","","","4.6","68","restaurantes","Alcantarilla","ChIJczvBDxd_Yw0Re4NUHgA8-2k"
"Mondo Napoli","Pl. Dr. Pedro Orenes Lorenzo, 30820 Alcantarilla, Murcia","+34 868 78 98 78","https://linktr.ee/mondonapoli","","4.7","661","restaurantes","Alcantarilla","ChIJ7y6EMteBZA0R6APyhEa57Q8"
"Tasca Murciana","C/ Constitucion, 3, 30832 Alcantarilla, Murcia","+34 868 78 39 02","","","3.9","14","restaurantes","Alcantarilla","ChIJ23oiujx_ZA0RmFqRdyoieOQ"
"La Facktoria","C. Huesca, 68, 30837 Alcantarilla, Murcia","+34 633 46 31 36","https://www.instagram.com/la_facktoria/","","4.9","35","restaurantes","Alcantarilla","ChIJs9OMFYh_ZA0RQ5Mb1NjO8RY"
"Tapas Bar La Ganga","C. Sevilla, 23, 30820 Alcantarilla, Murcia","+34 623 01 77 89","","","4.4","100","restaurantes","Alcantarilla","ChIJO79nmQuBYw0RFcjyAA8Z0zk"
"FOODBAB ALCANTARILLA","Cl. Mayor, 126, 30820 Alcantarilla, Murcia","+34 683 36 69 25","","","4.4","182","restaurantes","Alcantarilla","ChIJLcppZ-OBZA0RNUnewQmMBck"
"El Castillo Encantado","C. Médico José Capel, s/n, 30820 Alcantarilla, Murcia","+34 868 94 81 06","https://linktr.ee/elcastilloencantado","","4.2","646","restaurantes","Alcantarilla","ChIJK3TzTwGAZA0RC1zbTBIDg-s"
"Restaurante La Canoa","C. Ingenio, nave 4, d, 30820 Alcantarilla, Murcia","+34 654 79 70 63","","","4.3","131","restaurantes","Alcantarilla","ChIJ58kUrPJ_Yw0Rd3UebuYH9f8"
"Bar Las Mellizas","C. Cervantes, 33, 30820 Alcantarilla, Murcia","+34 968 93 64 25","","","4.3","623","restaurantes","Alcantarilla","ChIJGehxSg-AZA0RPW7mL8RT3lg"
"La fresquera","Plaza cayitas, 30820 Alcantarilla, Murcia","+34 617 62 23 12","","","4","156","restaurantes","Alcantarilla","ChIJLeBlI3R_Yw0RAI5hltj42N0"
"Mesón Campoamor","C. Maestro Bartolomé Muñoz, 7, 30820 Alcantarilla, Murcia","+34 968 05 04 18","https://jardindecampoamor.com/","","3.8","111","restaurantes","Alcantarilla","ChIJ8wbyU6KBZA0R3il2TBS9vSg"
"Rest. Jose Maria","Calle Perú, 13, 30820 Alcantarilla, Murcia","+34 626 04 96 56","","","4.3","38","restaurantes","Alcantarilla","ChIJXzh1SOJ_Yw0RqskIq4pFAfc"
"Restaurante Chino Ni Hao","C. Estación de Lorca, 30820 Alcantarilla, Murcia","+34 968 89 25 48","","","4.3","304","restaurantes","Alcantarilla","ChIJ6QEudwGAZA0RsX6bI9qeUmw"
"Cervecería Jesús","C. Perito Agrícola Juan López, 8, 30820 Alcantarilla, Murcia","+34 868 24 51 98","","","4.4","416","restaurantes","Alcantarilla","ChIJbxJbvvx_ZA0RfQnlLrLN2R4"
"Sancho Panza","C, Pl. Bohemia, 7, 30820 Alcantarilla, Murcia","+34 968 11 37 27","http://pizzeriasanchopanza.com/","","4","697","restaurantes","Alcantarilla","ChIJD7qknQGAZA0Rifs0XOkk2do"
"Du Sushi bar","Calle Carmen,10_B, 30820 Alcantarilla, Murcia","+34 642 79 72 10","http://www.dusushi.es/","","4.5","373","restaurantes","Alcantarilla","ChIJH5kfCN2BZA0RYZfLy3xaxJc"
"Restaurante Chino Chen","Av. Martínez Campos, 4, 30820 Alcantarilla, Murcia","+34 657 58 65 05","","","4.4","399","restaurantes","Alcantarilla","ChIJW0WIHwGAZA0R32Xt0hYZuVw"
"Restaurante PANCOMIDO","Calle Perú, 14, 30820 Alcantarilla, Murcia","+34 679 51 95 74","http://www.restaurantepancomido.com/","","4.5","88","restaurantes","Alcantarilla","ChIJxYGvGsh_Yw0RUP4QretOmYg"
