Nombre,Email,Teléfono,Web,Dirección,Categoría,Ubicación,Rating,Reviews
"Rolling churros","","","","Plaza Ue I Ppcr5, 1, 30007 Santiago y Zaraíche, Murcia, España","churrerías","Murcia",4.6,14
"Churrería Perucha","","+34 613 79 01 57","","30100 Murcia, España","churrerías","Murcia",4.9,19
"Churrería Tradicional","","","","C. Floridablanca, 30002 Murcia, España","churrerías","Murcia",3.4,5
"Churrería El Recinto","","+34 669 42 73 88","","C. Torre, 30006 Puente Tocinos, Murcia, España","churrerías","Murcia",5,4
"Clínica Santos Dental Murcia","","+34 968 21 50 23","/url?q=http://www.santos-dental.es/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIPSgP&usg=AOvVaw2a80nG8Re0_vppJPYJcg68","Pl. de Sta. Isabel, nº12, 1º, 30001 Murcia, España","dentistas","Murcia",5,522
"Clínica dental MAEX Vélez & Lozano","","+34 968 28 46 28","/url?q=https://maexdental.com/clinica-dental/murcia/%3Futm_campaign%3Dgbp%253Asin-campa%25C3%25B1a%26utm_content%3Dmaex%26utm_id%3Dcmp-01594-z6f4f%26utm_medium%3Dorganic%26utm_source%3Dgoogle-my-business%26utm_term%3Dsin-t%25C3%25A9rmino&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIXCgP&usg=AOvVaw1vQmercliH6QrAOMbYbdH6","C Salvador de Madariaga, 5, Bajo, 30009 Murcia, España","dentistas","Murcia",4.9,1144
"Clínica Depilación Tulaser & Medicina Estética Murcia","","+34 650 40 49 62","","Av. General Primo de Rivera, 17, 30008 Murcia, España","centros de estética","Murcia",4.8,562
"Clínica Dental Dávalos & Balboa- Invisalign Murcia- Implantes dentales- Centro","","+34 968 90 00 06","/url?q=http://www.davalosybalboa.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIfSgP&usg=AOvVaw1J7PyVNcAOt4N7xzShA7Ed","Pl. Circular, 3, bajo, 30008 Murcia, España","dentistas","Murcia",4.8,487
"MiLena estética","youremail@yourdomain.com","+34 868 07 51 15","https://milenaestetica.com/","C. Azarbe del Papel, 6, 30007 Murcia, España","centros de estética","Murcia",4.9,135
"San Antón","","+34 868 07 47 55","/url?q=http://dentalsananton.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gInQEoDw&usg=AOvVaw22aiuhrrdj2UAxPRcrw3FZ","C. San Antón, 29, 30009 Murcia, España","dentistas","Murcia",4.9,498
"Ángela Morente","info@angelamorente.com","+34 868 91 10 09","http://angelamorente.com/","C. José Castaño, Nº 9, 30002 Murcia, España","centros de estética","Murcia",4.8,218
"Clínica Dental Dr. José Luis Cano Rueda - Odontologia, ortodoncia e implantes dentales en Murcia","","+34 968 25 40 54","/url?q=http://clinicadentaljoseluiscano.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIugEoDw&usg=AOvVaw03VX4ftKOUtWdQ7Sa-rSqu","Pl. González Conde, 5, 30002 Murcia, España","dentistas","Murcia",4.8,365
"Serrano Dental 🦷","","+34 637 61 61 31","/url?q=http://www.serranodental.es/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gI2gEoDw&usg=AOvVaw11orpho-k9Qkz7zrZG5cEs","Pl. Circular, 13, 1º B, 30008 Murcia, España","dentistas","Murcia",4.9,279
"Centro de Estética Murcia Láser","","+34 968 24 40 32","https://murcialaser.es/?utm_source=google&utm_medium=gbp&utm_id=Ficha","C. Dr. Jose Tapia Sanz, 3, 30001 Murcia, España","centros de estética","Murcia",4.8,61
"TUS + Centro de Estética - Murcia","info@ivof.com","+34 601 42 66 91","https://massage.ivof.com/tus-centro-de-estetica/","Av. Juan Carlos I, 72, 30007 El Puntal, Murcia, España","centros de estética","Murcia",5,35
"Clínica Dental Dávalos & Balboa","","+34 968 90 00 06","/url?q=https://davalosybalboa.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gI9wEoDw&usg=AOvVaw2F8bS9XOtCGI1VX2PpdUQd","Av. Juan Carlos I, 1, 30008 Murcia, España","dentistas","Murcia",4.8,366
"AVILÉS Clínica Dental","","+34 868 96 54 79","/url?q=https://www.murciaclinicadental.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIlAIoDw&usg=AOvVaw31Y3S1XbfkPpInWPyRqQst","C. Periodista Antonio Herrero, n•19, bajo, 30007 Murcia, España","dentistas","Murcia",4.9,401
"Lola Bernal | Clínica Estética Murcia","clinicalolabernal@gmail.com","+34 722 79 03 05","http://www.clinicalolabernal.es/","P.º de Florencia, 18, bajo 2, 30010 Murcia, España","centros de estética","Murcia",4.8,69
"CLÍNICA VÉLEZ Centro Dental Especializado","","+34 968 21 19 54","/url?q=https://clinicavelez.es/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gItwIoDw&usg=AOvVaw01yHd8eQLujrvw1sEGseb4","C. Sta. Catalina, 8, 30004 Murcia, España","dentistas","Murcia",4.9,305
"Estética Avanzada Silvia Marcolino","cesilviamarcolino@gmail.com","+34 665 53 97 08","https://www.centroesteticasilviamarcolino.com/","Av. Juan Pablo II, 43, 30007 El Puntal, Murcia, España","centros de estética","Murcia",4.9,134
"Garay Clínica Dental","","+34 968 34 32 58","/url?q=https://www.clinicadentalgaray.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gI1gIoDw&usg=AOvVaw0jGThGNN1k2aqLNkn80eGN","C. Jorge Manrique, 1, BAJO, 30011 Murcia, España","dentistas","Murcia",4.9,307
"Belleza Cosma","info@bellezacosma.com","+34 868 95 74 53","http://www.bellezacosma.com/","C. Maestro Alonso, 4, ENTRESUELO C, 30005 Murcia, España","centros de estética","Murcia",4.8,151
"Clínica Sesemann Dental Murcia","","+34 968 12 17 18","/url?q=http://www.sesemanndental.es/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gI9QIoDw&usg=AOvVaw0cWks8VcYxOzGEd5KK0OMg","Avenida de la Libertad, 4, Entresuelo 1º C, Edificio Simago, 30009 Murcia, España","dentistas","Murcia",5,662
"Clínica Dental","","+34 665 53 25 18","","C. Juan Antonio Hernandez del Aguila, 25, Planta 2, A, 30002 Murcia, España","dentistas","Murcia",4.8,127
"Pau Estética Integral Avanzada, BIENESTAR INTEGRAL y BELLEZA CONSCIENTE","info@pauesteticaintegral.net","+34 626 17 49 73","https://pauesteticaintegral.net/","Pl. Carlos III, 3, Entresuelo B,Edificio Captesa, 30008 Murcia, España","centros de estética","Murcia",5,242
"Centro Loveliness Salud y Belleza","loveliness.murcia@gmail.com","+34 611 13 25 78","http://www.lovelinessaludybelleza.com/","C. Escritor Pérez de Hita, 1, 30009 Murcia, España","centros de estética","Murcia",4.9,91
"Elisa Navarro | Centro de Estética Avanzada en Murcia","hola@elisanavarro.com","+34 679 34 65 34","https://elisanavarro.com/","C. Félix Rodríguez de la Fuente, 1, 30011 Murcia, España","centros de estética","Murcia",4.7,46
"CLÍNICA DENTAL PLAZA DE LA FLORES","","+34 968 21 89 05","/url?q=https://www.clinicadentalplazadelasflores.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gItgMoDw&usg=AOvVaw1eU2_j427g2uf5bj-TAVc4","Pl. de las Flores, 11, Entresuelo, 30004 Murcia, España","dentistas","Murcia",4.9,44
"Senzia Centro de Belleza","info@senziabelleza.com","+34 868 69 47 71","http://www.senziabelleza.com/","C. Sociedad, 11, Entresuelo A, 30004 Murcia, España","centros de estética","Murcia",4.8,60
"Clínica Dental Vega Salud Dr. Gallego","","+34 633 39 14 25","/url?q=https://www.clinicadrgallego.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-posts%26utm_content%3D%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26utm_content%3D&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gI0wMoDw&usg=AOvVaw2-H5QPcdNwxJPSHIcJTiHt","C. Río Argos, 1, 30008 Murcia, España","dentistas","Murcia",5,206
"Liliya Beauty Center","hola@liliyabeautycenter.com","+34 688 28 81 33","https://liliyabeautycenter.es/","Av. Príncipe de Asturias, 16, bajo, 30007 Santiago y Zaraíche, Murcia, España","centros de estética","Murcia",4.8,98
"COC Medicina Estética","","+34 968 21 01 41","https://cocmedicinaestetica.es/","C. Teniente Gral. Gutierrez Mellado, 9, 30008 Murcia, España","centros de estética","Murcia",4.9,312
"Clinica Dental - Drs. Muñoz","","+34 968 24 70 02","/url?q=https://clinicadentaldrsmunoz.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gI9QMoDw&usg=AOvVaw0z4PZtXn1cqgmDBnqvq7LK","C. Azucaque, 10, 1º Planta, 30001 Murcia, España","dentistas","Murcia",4.9,283
"Dr Tomás Zamora. Clínica Estética","info@drtomaszamora.com","+34 667 87 69 60","https://drtomaszamora.com/?utm_source=gmb","Av. de la Libertad, 6, bloque I, Bajo, 30009 Murcia, España","centros de estética","Murcia",4.9,134
"Clínica Dental CIROM Murcia","","+34 968 90 66 00","/url?q=https://clinicacirom.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIlgQoDw&usg=AOvVaw39jyRwMqMiwUQIwHw3VUzF","C. Vara de Rey, 1, Bajo, 30001 Murcia, España","dentistas","Murcia",4.9,191
"Lola Martínez - Centro Estético Murcia","info@esteticalolamartinez.es","+34 968 85 07 91","http://www.esteticalolamartinez.es/","C. Mayor, 37, BAJO, 30007 Murcia, España","centros de estética","Murcia",4.9,134
"Clínica Dental Clemente","","+34 636 35 64 13","/url?q=https://clinicadentalclemente.es/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIswQoDw&usg=AOvVaw0O0LBOKgaJZFSI76qlKtEd","C. Teniente Gral. Gutierrez Mellado, 3, Bajo A, 30008 Murcia, España","dentistas","Murcia",4.9,134
"Clínica Dental - María Dolores Sánchez Carretero","","+34 968 93 55 40","","C. Reina Sofía, 18, 30007 Murcia, España","dentistas","Murcia",4.7,40
"Vital & Style - Tratamientos - Centro de Estetica Natural","info@vitalstyle.eu","+34 605 72 29 59","https://www.vitalstyle.eu/","Av. de Santiago, nº47, 30007 Santiago y Zaraíche, Murcia, España","centros de estética","Murcia",5,65
"Centro de Belleza Gran Nelva","","+34 637 31 22 51","https://www.facebook.com/bellezagrannelva","C. de Molina de Segura, 5, Bloque 8, 3 D, 30007 Puente Tocinos, Murcia, España","centros de estética","Murcia",5,46
"Clínica Dental Cabel","","+34 968 22 20 49","/url?q=https://cabeldental.com/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gI8gQoDw&usg=AOvVaw0KiQ5i4_rOcyydAT_m8wEp","C. José Antonio Ponzoa, 6, Entresuelo B, 30001 Murcia, España","dentistas","Murcia",4.9,158
"Dentista de Urgencias Murcia | Clínica Dental Ángel Samaniego","","+34 600 47 42 94","/url?q=https://clinicadentalangelsamaniego.es/&opi=79508299&sa=U&ved=0ahUKEwjIpNGQ96mRAxXJBbkGHabTJJ4Q61gIjwUoDw&usg=AOvVaw0cjxJrKKNHZft19bvpn94q","C. Navegante Macias del Poyo, 11, bajo, 30007 Murcia, España","dentistas","Murcia",4.8,161
"Dra. Iris Martinez - Doctores Dental Murcia","info@doctoresdental.com","+34 604 40 99 80","https://doctoresdental.com/clinica-murcia-ciudad-de-murcia/","Gran Vía Alfonso X el Sabio, 11, Entresuelo B, 30008 Murcia, España","clínicas dentales","Murcia",4.9,59
"Clínica Dental San Basilio","info@clinicadentalsanbasilio.es","+34 968 93 20 00","http://www.clinicadentalsanbasilio.es/","C. Musico Francisco Cebrian, 9, 9, 30009 Murcia, España","clínicas dentales","Murcia",5,122
"Clínica Dental El Ranero","","+34 968 29 68 11","https://clinicadentalranero.com/","P.º Duques de Lugo, 3, 30009 Murcia, España","clínicas dentales","Murcia",4.9,83
"Pérez Llanes Clínica Dental","info@perezllanesclinicadental.es","+34 685 68 95 30","https://perezllanesclinicadental.es/dentista-murcia/","Av. Miguel Ángel Blanco, N°28, 1°C, 30010 Murcia, España","clínicas dentales","Murcia",5,291
"Centro Médico Sanitas Murcia","","+34 968 27 50 22","/url?q=https://centromedicomilenium-murcia.sanitas.es/%3Fgmb%3Dgmb%253Af-google%253Am-link%253Anc-cmmurcia%253Ap-hospitales&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIHCgP&usg=AOvVaw22HY0LMRsk0TcUdX_vuAKD","C. Torre Álvarez, 1, 30007 Murcia, España","médicos","Murcia",3.9,334
"Lohega Spa Urbano","lohega.spa@gmail.com","+34 968 84 03 82","http://www.lohega.com/","Ctra. Sta. Catalina, Carril de los Alonsos, 6, 30012 Santo Ángel, Murcia, España","spas","Murcia",4.7,647
"Spa Piscinas y Circuito Balnea - Balneario de Archena","info@balneariodearchena.com","+34 968 68 80 22","https://balneariodearchena.com/?partner=5812&utm_source=google&utm_medium=gmb&utm_campaign=web_link","C. Copenhague, s/n, 30600 Archena, Murcia, España","spas","Murcia",4.3,13376
"Fran Barahona Ayurveda Spa","info@franbarahona.com","+34 868 95 06 66","https://www.franbarahona.com/","C. Cartagena, 101, 30002 Murcia, España","spas","Murcia",5,871
"Centro Salud Murcia Centro - San Juan","","+34 968 39 48 48","/url?q=https://www.murciasalud.es/caps.php%3Fop%3Dmostrar_centro%26id_centro%3D31%26idsec%3D46&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIOigP&usg=AOvVaw00vcyUKhN8YFBetyYyJsjs","C. San José, 24, 30003 Murcia, España","médicos","Murcia",2.9,58
"Japanese Head Spa Murcia - Spa Capilar Murcia","murcia@japaneseheadspa.es","+34 672 52 45 46","https://murcia-japaneseheadspa.com/","Ctra. de Churra, 45, 30007 Murcia, España","spas","Murcia",4.7,235
"Ilustre Colegio Oficial de Médicos de Murcia","","+34 968 27 00 07","/url?q=https://www.commurcia.es/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIWCgP&usg=AOvVaw0-7NptMavUTxpekK52cSDy","Av. Juan Carlos I, 3, 30008 Murcia, España","médicos","Murcia",5,5
"Centro Médico Adeslas Murcia","","+34 968 27 44 88","/url?q=https://www.segurcaixaadeslas.es/es/cuadro-medico/centro-medico%3FCentro%3DCentro%2BMedico%2BAdeslas-Murcia-30009&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIdygP&usg=AOvVaw1QWUnE2sZXLe4GDKB6YG_7","C/ Puerta Nueva, 37, 30008 Murcia, España","médicos","Murcia",2.9,130
"Balneario de Leana","","+34 968 68 50 11","http://www.leana.es/","C. Marqués de Toca, 2, 30620 Los Baños de Fortuna, Murcia, España","spas","Murcia",4,3864
"CESM Murcia","","+34 968 22 22 15","/url?q=http://www.medicosdemurcia.com/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIlQEoDw&usg=AOvVaw22PmyRTSqEVMczkZ7Nz1Es","C. Umbrete, 4, 30009 Murcia, España","médicos","Murcia",5,3
"Medicaes","","+34 868 99 36 25","/url?q=http://www.medicaes.org/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIswEoDw&usg=AOvVaw1h8QkdqDFcar-2eyxbLUgv","Av. de la Constitución, 7, 5a, 30008 Murcia, España","médicos","Murcia",4.7,49
"Aguas Termales BAÑOS EL POZO EN LOS BAÑOS DE MULA","","+34 968 66 40 56","http://www.balnearioelpozo.es/","C. los Baños, 22, 30193 Los Baños, Murcia, España","spas","Murcia",4.1,918
"Hotel Lodomar Spa & Talasoterapia","reservas@lodomar.com","+34 968 18 68 02","https://www.lodomar.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=HotelLodomarSpa&Talasoterapia","C. Río Bidasoa, 1, 30740 San Pedro del Pinatar, Murcia, España","spas","Murcia",4.1,2319
"Sercotel JC1 Murcia","","+34 968 85 88 44","https://www.sercotelhoteles.com/es/hotel-jc1-murcia?utm_source=google&utm_medium=referral&utm_campaign=metasearch-links","Av. Juan Carlos I, 55, 30100 Murcia, España","spas","Murcia",4.3,3249
"Centro Médico Juan XXIII","","+34 968 23 85 10","/url?q=http://www.cmjuan23.com/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gI1QEoDw&usg=AOvVaw1qoR8EskuBqbG8VFgK0AOA","Rda. de Levante, 14, 30008 Murcia, España","médicos","Murcia",2.1,204
"Espacio de Salud Addsana Murcia","","+34 968 24 36 14","/url?q=http://espaciosdesalud.dkvseguros.com/es/espaciosSalud/Espacio_de_Salud_DKV_Murcia/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gI9wEoEQ&usg=AOvVaw3IV3QTxdL_kjX5b9jBPCl9","Edificio Alba, Av. General Primo de Rivera, 23, 30009 Murcia, España","médicos","Murcia",3.4,60
"Los Periquitos Hotel & Spa","recepcion@hotellosperiquitos.com","+34 968 68 52 40","http://www.hotellosperiquitos.com/","Rambla Salada, Carretera de Fortuna, Km. 9, 30620, Murcia, España","spas","Murcia",4.3,1514
"Carlos Mendoza Spa","","+34 643 33 83 46","https://instagram.com/carlosmendozaspa?utm_medium=copy_link","C. Nueva de San Antón, 15, bajo 2, 30009 Murcia, España","spas","Murcia",4.6,11
"Hospital Quirónsalud Murcia","","+34 968 36 50 00","/url?q=https://www.quironsalud.es/hospital-murcia&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIlwIoDw&usg=AOvVaw2pyRL9xo5POYzVCaYqP6-i","C. Miguel Hernández, 12, 30011 Murcia, España","médicos","Murcia",3.7,1446
"Centro Médico Quirónsalud Murcia","","+34 968 27 10 30","/url?q=https://www.quironsalud.com/hospital-murcia/es/centro-medico-quironsalud-murcia&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIuQIoEQ&usg=AOvVaw2J2FlzhJkT0x3jxhK7BtuM","Avenida Juan De Borbón, C. Abenarabi, Esquina, 30008 Murcia, España","médicos","Murcia",2.7,62
"Dreams Masajes Murcia","dreamsmurcia6@gmail.com","+34 615 47 34 61","https://www.masajesdreamsmurcia.com/","C. Conde de Roche, N1, 30004 Murcia, España","spas","Murcia",4.6,20
"Centro Médico Vistalegre","","+34 688 79 80 32","/url?q=http://www.centromedicovistalegre.com/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gI2QIoDw&usg=AOvVaw0kLqlegE0JPOPBBv5qxcbr","Pl. Pintor Inocencio Medina Vera, 1, Bajo, 30007 Murcia, España","médicos","Murcia",4,20
"Centro de Especialidades Doctor Quesada","","+34 968 29 10 98","/url?q=http://www.murciasalud.es/pagina.php%3Fid%3D190893%26idsec%3D347&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gI-wIoDw&usg=AOvVaw3ZctXcg-p0uCpabnZvr7ap","Calle Dr. Jesús Quesada Sanz, S/N, 30005 Murcia, España","médicos","Murcia",3.7,76
"Hotel Hyltor","info@hotelhyltor.com","+34 968 68 82 05","http://www.hotelhyltor.com/","Carr. del Balneario, 12-14, 30600 Archena, Murcia, España","spas","Murcia",3.9,1032
"Poseidon La Manga Hotel & Spa - Diseñado para Adultos","reservas.lamanga@hotelesposeidon.com","+34 968 33 70 00","https://www.hotelposeidonlamanga.com/","Avenida Gran Vía de la Manga, Km. 6,5, 30380 La Manga, Murcia, España","spas","Murcia",4.1,2812
"Hospital Universitario Reina Sofía de Murcia","","+34 968 35 90 00","/url?q=http://www.murciasalud.es/seccion.php%3Fidsec%3D77&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gImQMoDw&usg=AOvVaw03w1kVy-U4Er5oYH-1MKoN","Av. Intendente Jorge Palacios, 1, 30003 Murcia, España","médicos","Murcia",3.2,591
"Centro de Salud San Andrés","","+34 968 39 48 00","/url?q=http://www.murciasalud.es/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gItwMoDw&usg=AOvVaw1fO65ckunqorRvpRpNGbhm","C. Escultor José Sánchez Lozano, 7, 30005 Murcia, España","médicos","Murcia",2.5,135
"Centro Médico La Fama","","+34 650 31 99 68","","C. de la Calí Josefa Fernández Romero, 30006 Murcia, España","médicos","Murcia",4,4
"Masajes Natural Secrets","","+34 621 29 95 40","https://www.naturalsecretsmurcia.es/","Av. Europa, 26, Bajo, 30007 Murcia, España","spas","Murcia",4.6,48
"Clínica Herrero - Varices y Medicina Estética","","+34 629 37 27 26","/url?q=http://www.doctorherrero.es/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gI8gMoDw&usg=AOvVaw0V2XID15bXsHNgvV8GAZoW","C. las Norias, 8, 5º A, 30009 Murcia, España","médicos","Murcia",4.8,60
"Proctólogo Dr. José Luis Paredes Campillo - Tratamiento de hemorroides en Murcia","","+34 968 90 51 76","/url?q=http://medicoproctologo.com/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gIlQQoDw&usg=AOvVaw0oz32fQ706trOd3UJildkc","Ronda Norte, 9, 30009 Murcia, España","médicos","Murcia",5,10
"Clinica de Coloproctologia","","+34 968 20 45 57","/url?q=https://www.clinicadecoloproctologia.es/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gItgQoEQ&usg=AOvVaw2A83-hZ75Gmr8weH6p5ksO","Edificio Alba, Av. de la Libertad, 8, 30009 Murcia, España","médicos","Murcia",4.9,90
"MasajesDv Murcia - Masajes eróticos en Murcia","masajesdv@hotmail.com","+34 601 03 69 84","https://masajesdv.com/murcia/","Salida Autovía desde mercado Verónicas, Calle Entierro de la Sardina Esq, C. Huerto Pomares, 30004 Murcia, España","masajes","Murcia",4.7,23
"Masajes Corpore Sano","","+34 968 21 24 74","","C. Pintor Villacis, 6, Entresuelo izquierda, 30001 Murcia, España","masajes","Murcia",5,58
"Doctor Javier Hernández López, Traumatólogo","","+34 694 21 65 59","/url?q=https://javierhernandeztraumatologia.es/&opi=79508299&sa=U&ved=0ahUKEwjs1qqw96mRAxXbRmwGHbnCGy0Q61gI1wQoDw&usg=AOvVaw0phuULi9Ksw0eW4VCrHsdo","C. Pasos de Santiago, 6, Bajo, 30005 Murcia, España","médicos","Murcia",4.9,51
"Colegio Oficial de Médicos de Murcia. Sede en Cartagena","","+34 968 50 56 29","","Pl. del Rey, 8, 30201 Cartagena, Murcia, España","médicos","Murcia",4,4
"Olimpia bienestar y relajación","","+34 607 03 26 65","https://olimpiamasajes.com/","C. Condestable López Dávalos, 19, 30007 Murcia, España","masajes","Murcia",4.9,29
"Clínica Londres | Cirugía y Medicina Estética","","+34 968 27 51 57","https://www.clinicalondres.es/clinicas/murcia","Av. Juan Carlos I, 21, 30008 Murcia, España","clínicas","Murcia",4.8,866
"Clinica Doctor del Pino Murcia","","+34 868 45 54 24","https://doctordelpino.es/","Ronda Norte, 3, 30009 Murcia, España","clínicas","Murcia",5,82
"Monalisa Clínicas","","+34 968 73 10 99","https://monalisaclinicas.com/","C. González Adalid, nº 15, Bajo, 30001 Murcia, España","clínicas","Murcia",4.8,320
"Clínicas Velvet Murcia","","+34 664 35 23 99","","Ronda Norte, 30009 Murcia, España","clínicas","Murcia",4.6,153
"A&G Belleza y bienestar","info@bellezabienestarag.com","+34 868 12 40 82","http://bellezabienestarag.com/","C Sagasta, 19, 30004 Murcia, España","masajes","Murcia",4.7,46
"Podoactiva Murcia","podoactivamurcia@podoactiva.com","+34 968 21 54 03","https://www.podoactiva.com/es/clinicas-y-centros/podoactiva-murcia","C. Alejandro Seiquer, 15, 30001 Murcia, España","clínicas","Murcia",4.7,271
"Nona Masajes","hola@nona-masajes.com","+34 613 99 59 12","http://www.nona-masajes.com/","Cam. Hondo, 2, 30009 Murcia, España","masajes","Murcia",5,87
"Clínica Dra. Ana de León Murcia","info@clinicasanadeleon.es","+34 611 58 77 32","https://clinicasanadeleon.es/","Av. de la Constitución, 13, 1º D, 30008 Murcia, España","clínicas","Murcia",4.9,47
"Clínica Esquivel Murcia","","+34 621 23 17 15","https://clinicasesquivel.com/","Av. General Primo de Rivera, 17, 30008 Murcia, España","clínicas","Murcia",4.7,35
"Clínica Bellezone","","+34 968 29 00 30","https://www.instagram.com/clinicasbellezone/","C. Condestable, 2, Entresuelo izq, 30009 Murcia, España","clínicas","Murcia",4.8,219
"Clínica Condestable Murcia","","+34 868 70 27 22","http://www.clinicacondestable.es/","Pl. Condestable, 5, 30009 Murcia, España","clínicas","Murcia",4.4,7
"Centro Anma","","+34 968 28 20 02","http://www.centroanma.es/","C. Ceferino, 6, 30004 Murcia, España","masajes","Murcia",4.6,36
"Samadhi Masaje en Murcia/Oriental massage⭐️⭐️⭐️⭐️⭐️","","+34 722 32 22 30","http://samadhimasajes.com/murcia","C. Antonio Segado del Olmo, 9, 30005 Murcia, España","masajes","Murcia",4.7,23
"JRC Quiromasaje","contacto@ejemplo.com","+34 621 14 58 95","https://www.jrcquiromasaje.es/","C. Poeta Vicente Medina, 9, 30007 Murcia, España","masajes","Murcia",4.9,115
"Ada Quiromasaje","","+34 659 47 12 14","https://linkbio.co/6012909bYmyoj?utm_media=siteCard&utm_source=instabio","ZHÀO LÙ TAICHÍ, C. Virgen de la Soledad, 7, 30007 Murcia, España","masajes","Murcia",4.8,79
"Oasis Care, Murcia - Head Spa (Spa & Bienestar)","","+34 614 01 23 18","https://api.whatsapp.com/send?phone=34614012318&text=%C2%A1Bienvenidos+a+Oasis+Care%2C+Spa+%26+Bienestar%21%0AEstaremos+encantados+de+atenderle+cuanto+antes.","C. Sánchez Madrigal, 11, 30004 Murcia, España","masajes","Murcia",4.9,55
"Aura Clínicas","atencion@auraclinica.com","+34 868 11 09 00","https://www.auraclinica.com/","Av. Miguel de Cervantes, 45, 30009 Murcia, España","clínicas","Murcia",4.6,316
"Clínica de Injerto Capilar en Murcia y Cartagena | INJERMUR","","+34 968 35 57 67","https://injertocapilarenmurcia.es/","C. Olof Palme, 9, 11, 30009 Murcia, España","clínicas","Murcia",5,23
"Eternity love","info@eternityloveestetica.digitalizayemprende.com","+34 664 87 80 39","https://eternityloveestetica.com/","C. Félix Rodríguez de la Fuente, 3, 30011 Murcia, España","masajes","Murcia",4.1,124
"Masajes Martín Therapy.","","","","C. Pintor Muñoz Barberán, 3, 30120 El Palmar, Murcia, España","masajes","Murcia",4.9,24
"Rosa Bello. Masajista en Murcia","","+34 611 38 62 11","","C. Mula, 30009 Murcia, España","masajes","Murcia",5,3
